Area,Type,Year,Quarter,Establishment Count,Date
Kentucky,State,2006,Q3,105605.0,2006-09-01
Kentucky,State,2006,Q4,106747.0,2006-12-01
Kentucky,State,2007,Q1,107471.0,2007-03-01
Kentucky,State,2007,Q2,107693.0,2007-06-01
Kentucky,State,2007,Q3,109132.0,2007-09-01
Kentucky,State,2007,Q4,110598.0,2007-12-01
Kentucky,State,2008,Q1,112240.0,2008-03-01
Kentucky,State,2008,Q2,105222.0,2008-06-01
Kentucky,State,2008,Q3,101674.0,2008-09-01
Kentucky,State,2008,Q4,102380.0,2008-12-01
Kentucky,State,2009,Q1,103163.0,2009-03-01
Kentucky,State,2009,Q2,100782.0,2009-06-01
Kentucky,State,2009,Q3,101655.0,2009-09-01
Kentucky,State,2009,Q4,102181.0,2009-12-01
Kentucky,State,2010,Q1,102769.0,2010-03-01
Kentucky,State,2010,Q2,103999.0,2010-06-01
Kentucky,State,2010,Q3,104483.0,2010-09-01
Kentucky,State,2010,Q4,104634.0,2010-12-01
Kentucky,State,2011,Q1,104118.0,2011-03-01
Kentucky,State,2011,Q2,101589.0,2011-06-01
Kentucky,State,2011,Q3,102476.0,2011-09-01
Kentucky,State,2011,Q4,102128.0,2011-12-01
Kentucky,State,2012,Q1,102967.0,2012-03-01
Kentucky,State,2012,Q2,104540.0,2012-06-01
Kentucky,State,2012,Q3,105958.0,2012-09-01
Kentucky,State,2012,Q4,107630.0,2012-12-01
Kentucky,State,2013,Q1,109820.0,2013-03-01
Kentucky,State,2013,Q2,111548.0,2013-06-01
Kentucky,State,2013,Q3,112958.0,2013-09-01
Kentucky,State,2013,Q4,113786.0,2013-12-01
Kentucky,State,2014,Q1,114786.0,2014-03-01
Kentucky,State,2014,Q2,115100.0,2014-06-01
Kentucky,State,2014,Q3,115699.0,2014-09-01
Kentucky,State,2014,Q4,115858.0,2014-12-01
Kentucky,State,2015,Q1,116228.0,2015-03-01
Kentucky,State,2015,Q2,116348.0,2015-06-01
Kentucky,State,2015,Q3,116961.0,2015-09-01
Kentucky,State,2015,Q4,116901.0,2015-12-01
Kentucky,State,2016,Q1,117249.0,2016-03-01
Kentucky,State,2016,Q2,117443.0,2016-06-01
Kentucky,State,2016,Q3,118321.0,2016-09-01
Kentucky,State,2016,Q4,118212.0,2016-12-01
Kentucky,State,2017,Q1,114534.0,2017-03-01
Kentucky,State,2017,Q2,115525.0,2017-06-01
Kentucky,State,2017,Q3,116097.0,2017-09-01
Kentucky,State,2017,Q4,116450.0,2017-12-01
Kentucky,State,2018,Q1,117924.0,2018-03-01
Kentucky,State,2018,Q2,118138.0,2018-06-01
Kentucky,State,2018,Q3,114313.0,2018-09-01
Kentucky,State,2018,Q4,115700.0,2018-12-01
Kentucky,State,2019,Q1,117886.0,2019-03-01
Kentucky,State,2019,Q2,116444.0,2019-06-01
Kentucky,State,2019,Q3,118024.0,2019-09-01
Kentucky,State,2019,Q4,116349.0,2019-12-01
Kentucky,State,2020,Q1,118777.0,2020-03-01
Kentucky,State,2020,Q2,120297.0,2020-06-01
Kentucky,State,2020,Q3,122687.0,2020-09-01
Kentucky,State,2020,Q4,124595.0,2020-12-01
Kentucky,State,2021,Q1,125455.0,2021-03-01
Kentucky,State,2021,Q2,127071.0,2021-06-01
Kentucky,State,2021,Q3,128494.0,2021-09-01
Kentucky,State,2021,Q4,130907.0,2021-12-01
"Knoxville, TN",MSA,2001,Q1,1640.0,2001-03-01
"Knoxville, TN",MSA,2001,Q2,1645.0,2001-06-01
"Knoxville, TN",MSA,2001,Q3,1654.0,2001-09-01
"Knoxville, TN",MSA,2001,Q4,1640.0,2001-12-01
"Knoxville, TN",MSA,2002,Q1,1642.0,2002-03-01
"Knoxville, TN",MSA,2002,Q2,1643.0,2002-06-01
"Knoxville, TN",MSA,2002,Q3,1651.5,2002-09-01
"Knoxville, TN",MSA,2002,Q4,1647.5,2002-12-01
"Knoxville, TN",MSA,2003,Q1,1769.0,2003-03-01
"Knoxville, TN",MSA,2003,Q2,1778.0,2003-06-01
"Knoxville, TN",MSA,2003,Q3,1790.5,2003-09-01
"Knoxville, TN",MSA,2003,Q4,1779.0,2003-12-01
"Knoxville, TN",MSA,2004,Q1,1764.5,2004-03-01
"Knoxville, TN",MSA,2004,Q2,1765.5,2004-06-01
"Knoxville, TN",MSA,2004,Q3,1774.5,2004-09-01
"Knoxville, TN",MSA,2004,Q4,1774.5,2004-12-01
"Knoxville, TN",MSA,2005,Q1,1769.5,2005-03-01
"Knoxville, TN",MSA,2005,Q2,1785.5,2005-06-01
"Knoxville, TN",MSA,2005,Q3,1790.5,2005-09-01
"Knoxville, TN",MSA,2005,Q4,1797.0,2005-12-01
"Knoxville, TN",MSA,2006,Q1,1808.5,2006-03-01
"Knoxville, TN",MSA,2006,Q2,1823.5,2006-06-01
"Knoxville, TN",MSA,2006,Q3,1835.0,2006-09-01
"Knoxville, TN",MSA,2006,Q4,1843.0,2006-12-01
"Knoxville, TN",MSA,2007,Q1,1843.0,2007-03-01
"Knoxville, TN",MSA,2007,Q2,1855.5,2007-06-01
"Knoxville, TN",MSA,2007,Q3,1885.0,2007-09-01
"Knoxville, TN",MSA,2007,Q4,1896.0,2007-12-01
"Knoxville, TN",MSA,2008,Q1,1919.0,2008-03-01
"Knoxville, TN",MSA,2008,Q2,1916.5,2008-06-01
"Knoxville, TN",MSA,2008,Q3,1920.5,2008-09-01
"Knoxville, TN",MSA,2008,Q4,1914.0,2008-12-01
"Knoxville, TN",MSA,2009,Q1,1883.0,2009-03-01
"Knoxville, TN",MSA,2009,Q2,1867.5,2009-06-01
"Knoxville, TN",MSA,2009,Q3,1861.5,2009-09-01
"Knoxville, TN",MSA,2009,Q4,1862.0,2009-12-01
"Knoxville, TN",MSA,2010,Q1,1841.5,2010-03-01
"Knoxville, TN",MSA,2010,Q2,1828.0,2010-06-01
"Knoxville, TN",MSA,2010,Q3,1821.5,2010-09-01
"Knoxville, TN",MSA,2010,Q4,1815.5,2010-12-01
"Knoxville, TN",MSA,2011,Q1,1803.0,2011-03-01
"Knoxville, TN",MSA,2011,Q2,1802.0,2011-06-01
"Knoxville, TN",MSA,2011,Q3,1817.0,2011-09-01
"Knoxville, TN",MSA,2011,Q4,1812.5,2011-12-01
"Knoxville, TN",MSA,2012,Q1,1831.5,2012-03-01
"Knoxville, TN",MSA,2012,Q2,1834.5,2012-06-01
"Knoxville, TN",MSA,2012,Q3,1840.5,2012-09-01
"Knoxville, TN",MSA,2012,Q4,1851.0,2012-12-01
"Knoxville, TN",MSA,2013,Q1,1858.5,2013-03-01
"Knoxville, TN",MSA,2013,Q2,1850.5,2013-06-01
"Knoxville, TN",MSA,2013,Q3,1867.0,2013-09-01
"Knoxville, TN",MSA,2013,Q4,1856.5,2013-12-01
"Knoxville, TN",MSA,2014,Q1,1860.5,2014-03-01
"Knoxville, TN",MSA,2014,Q2,1867.0,2014-06-01
"Knoxville, TN",MSA,2014,Q3,1865.5,2014-09-01
"Knoxville, TN",MSA,2014,Q4,1880.0,2014-12-01
"Knoxville, TN",MSA,2015,Q1,1883.5,2015-03-01
"Knoxville, TN",MSA,2015,Q2,1870.5,2015-06-01
"Knoxville, TN",MSA,2015,Q3,1888.5,2015-09-01
"Knoxville, TN",MSA,2015,Q4,1902.5,2015-12-01
"Knoxville, TN",MSA,2016,Q1,1899.5,2016-03-01
"Knoxville, TN",MSA,2016,Q2,1916.5,2016-06-01
"Knoxville, TN",MSA,2016,Q3,1945.5,2016-09-01
"Knoxville, TN",MSA,2016,Q4,1965.0,2016-12-01
"Knoxville, TN",MSA,2017,Q1,1980.0,2017-03-01
"Knoxville, TN",MSA,2017,Q2,1978.5,2017-06-01
"Knoxville, TN",MSA,2017,Q3,1978.0,2017-09-01
"Knoxville, TN",MSA,2017,Q4,1978.5,2017-12-01
"Knoxville, TN",MSA,2018,Q1,1998.5,2018-03-01
"Knoxville, TN",MSA,2018,Q2,2006.0,2018-06-01
"Knoxville, TN",MSA,2018,Q3,2011.5,2018-09-01
"Knoxville, TN",MSA,2018,Q4,2039.5,2018-12-01
"Knoxville, TN",MSA,2019,Q1,2060.5,2019-03-01
"Knoxville, TN",MSA,2019,Q2,2067.5,2019-06-01
"Knoxville, TN",MSA,2019,Q3,2070.0,2019-09-01
"Knoxville, TN",MSA,2019,Q4,2088.0,2019-12-01
"Knoxville, TN",MSA,2020,Q1,2101.0,2020-03-01
"Knoxville, TN",MSA,2020,Q2,2094.5,2020-06-01
"Knoxville, TN",MSA,2020,Q3,2135.5,2020-09-01
"Knoxville, TN",MSA,2020,Q4,2147.5,2020-12-01
"Knoxville, TN",MSA,2021,Q1,2201.5,2021-03-01
"Knoxville, TN",MSA,2021,Q2,2228.5,2021-06-01
"Knoxville, TN",MSA,2021,Q3,2281.0,2021-09-01
"Knoxville, TN",MSA,2021,Q4,2329.0,2021-12-01
"Lafayette, LA",MSA,2001,Q1,1108.0,2001-03-01
"Lafayette, LA",MSA,2001,Q2,1081.0,2001-06-01
"Lafayette, LA",MSA,2001,Q3,1066.0,2001-09-01
"Lafayette, LA",MSA,2001,Q4,1065.0,2001-12-01
"Lafayette, LA",MSA,2002,Q1,1038.0,2002-03-01
"Lafayette, LA",MSA,2002,Q2,1032.0,2002-06-01
"Lafayette, LA",MSA,2002,Q3,1036.0,2002-09-01
"Lafayette, LA",MSA,2002,Q4,1039.0,2002-12-01
"Lafayette, LA",MSA,2003,Q1,1028.0,2003-03-01
"Lafayette, LA",MSA,2003,Q2,1027.0,2003-06-01
"Lafayette, LA",MSA,2003,Q3,1034.0,2003-09-01
"Lafayette, LA",MSA,2003,Q4,1020.0,2003-12-01
"Lafayette, LA",MSA,2004,Q1,1019.0,2004-03-01
"Lafayette, LA",MSA,2004,Q2,1038.0,2004-06-01
"Lafayette, LA",MSA,2004,Q3,1035.0,2004-09-01
"Lafayette, LA",MSA,2004,Q4,1028.0,2004-12-01
"Lafayette, LA",MSA,2005,Q1,1035.0,2005-03-01
"Lafayette, LA",MSA,2005,Q2,1040.0,2005-06-01
"Lafayette, LA",MSA,2005,Q3,1041.0,2005-09-01
"Lafayette, LA",MSA,2005,Q4,1043.0,2005-12-01
"Lafayette, LA",MSA,2006,Q1,1057.0,2006-03-01
"Lafayette, LA",MSA,2006,Q2,1072.0,2006-06-01
"Lafayette, LA",MSA,2006,Q3,1093.0,2006-09-01
"Lafayette, LA",MSA,2006,Q4,1109.0,2006-12-01
"Lafayette, LA",MSA,2007,Q1,1092.0,2007-03-01
"Lafayette, LA",MSA,2007,Q2,1107.0,2007-06-01
"Lafayette, LA",MSA,2007,Q3,1118.0,2007-09-01
"Lafayette, LA",MSA,2007,Q4,1114.0,2007-12-01
"Lafayette, LA",MSA,2008,Q1,1135.0,2008-03-01
"Lafayette, LA",MSA,2008,Q2,1141.0,2008-06-01
"Lafayette, LA",MSA,2008,Q3,1149.0,2008-09-01
"Lafayette, LA",MSA,2008,Q4,1162.0,2008-12-01
"Lafayette, LA",MSA,2009,Q1,1173.0,2009-03-01
"Lafayette, LA",MSA,2009,Q2,1169.0,2009-06-01
"Lafayette, LA",MSA,2009,Q3,1189.0,2009-09-01
"Lafayette, LA",MSA,2009,Q4,1192.0,2009-12-01
"Lafayette, LA",MSA,2010,Q1,1195.0,2010-03-01
"Lafayette, LA",MSA,2010,Q2,1202.0,2010-06-01
"Lafayette, LA",MSA,2010,Q3,1205.0,2010-09-01
"Lafayette, LA",MSA,2010,Q4,1176.0,2010-12-01
"Lafayette, LA",MSA,2011,Q1,1191.0,2011-03-01
"Lafayette, LA",MSA,2011,Q2,1198.0,2011-06-01
"Lafayette, LA",MSA,2011,Q3,1185.0,2011-09-01
"Lafayette, LA",MSA,2011,Q4,1185.0,2011-12-01
"Lafayette, LA",MSA,2012,Q1,1185.0,2012-03-01
"Lafayette, LA",MSA,2012,Q2,1189.0,2012-06-01
"Lafayette, LA",MSA,2012,Q3,1197.0,2012-09-01
"Lafayette, LA",MSA,2012,Q4,1193.0,2012-12-01
"Lafayette, LA",MSA,2013,Q1,1195.0,2013-03-01
"Lafayette, LA",MSA,2013,Q2,1194.0,2013-06-01
"Lafayette, LA",MSA,2013,Q3,1201.0,2013-09-01
"Lafayette, LA",MSA,2013,Q4,1209.0,2013-12-01
"Lafayette, LA",MSA,2014,Q1,1158.0,2014-03-01
"Lafayette, LA",MSA,2014,Q2,1167.0,2014-06-01
"Lafayette, LA",MSA,2014,Q3,1155.0,2014-09-01
"Lafayette, LA",MSA,2014,Q4,1176.0,2014-12-01
"Lafayette, LA",MSA,2015,Q1,1160.0,2015-03-01
"Lafayette, LA",MSA,2015,Q2,1171.0,2015-06-01
"Lafayette, LA",MSA,2015,Q3,1179.0,2015-09-01
"Lafayette, LA",MSA,2015,Q4,1191.0,2015-12-01
"Lafayette, LA",MSA,2016,Q1,1177.0,2016-03-01
"Lafayette, LA",MSA,2016,Q2,1185.0,2016-06-01
"Lafayette, LA",MSA,2016,Q3,1194.0,2016-09-01
"Lafayette, LA",MSA,2016,Q4,1191.0,2016-12-01
"Lafayette, LA",MSA,2017,Q1,1181.0,2017-03-01
"Lafayette, LA",MSA,2017,Q2,1193.0,2017-06-01
"Lafayette, LA",MSA,2017,Q3,1199.0,2017-09-01
"Lafayette, LA",MSA,2017,Q4,1207.0,2017-12-01
"Lafayette, LA",MSA,2018,Q1,1192.0,2018-03-01
"Lafayette, LA",MSA,2018,Q2,1201.0,2018-06-01
"Lafayette, LA",MSA,2018,Q3,1213.0,2018-09-01
"Lafayette, LA",MSA,2018,Q4,1227.0,2018-12-01
"Lafayette, LA",MSA,2019,Q1,1210.0,2019-03-01
"Lafayette, LA",MSA,2019,Q2,1224.0,2019-06-01
"Lafayette, LA",MSA,2019,Q3,1235.0,2019-09-01
"Lafayette, LA",MSA,2019,Q4,1246.0,2019-12-01
"Lafayette, LA",MSA,2020,Q1,1248.0,2020-03-01
"Lafayette, LA",MSA,2020,Q2,1252.0,2020-06-01
"Lafayette, LA",MSA,2020,Q3,1264.0,2020-09-01
"Lafayette, LA",MSA,2020,Q4,1261.0,2020-12-01
"Lafayette, LA",MSA,2021,Q1,1262.0,2021-03-01
"Lafayette, LA",MSA,2021,Q2,1274.0,2021-06-01
"Lafayette, LA",MSA,2021,Q3,1289.0,2021-09-01
"Lafayette, LA",MSA,2021,Q4,1303.0,2021-12-01
"Lafayette-West Lafayette, IN",MSA,2001,Q1,215.0,2001-03-01
"Lafayette-West Lafayette, IN",MSA,2001,Q2,206.0,2001-06-01
"Lafayette-West Lafayette, IN",MSA,2001,Q3,207.0,2001-09-01
"Lafayette-West Lafayette, IN",MSA,2001,Q4,208.0,2001-12-01
"Lafayette-West Lafayette, IN",MSA,2002,Q1,201.0,2002-03-01
"Lafayette-West Lafayette, IN",MSA,2002,Q2,202.0,2002-06-01
"Lafayette-West Lafayette, IN",MSA,2002,Q3,199.0,2002-09-01
"Lafayette-West Lafayette, IN",MSA,2002,Q4,203.0,2002-12-01
"Lafayette-West Lafayette, IN",MSA,2003,Q1,207.0,2003-03-01
"Lafayette-West Lafayette, IN",MSA,2003,Q2,209.0,2003-06-01
"Lafayette-West Lafayette, IN",MSA,2003,Q3,208.0,2003-09-01
"Lafayette-West Lafayette, IN",MSA,2003,Q4,208.0,2003-12-01
"Lafayette-West Lafayette, IN",MSA,2004,Q1,209.0,2004-03-01
"Lafayette-West Lafayette, IN",MSA,2004,Q2,203.0,2004-06-01
"Lafayette-West Lafayette, IN",MSA,2004,Q3,204.0,2004-09-01
"Lafayette-West Lafayette, IN",MSA,2004,Q4,203.0,2004-12-01
"Lafayette-West Lafayette, IN",MSA,2005,Q1,201.0,2005-03-01
"Lafayette-West Lafayette, IN",MSA,2005,Q2,195.0,2005-06-01
"Lafayette-West Lafayette, IN",MSA,2005,Q3,193.0,2005-09-01
"Lafayette-West Lafayette, IN",MSA,2005,Q4,191.0,2005-12-01
"Lafayette-West Lafayette, IN",MSA,2006,Q1,194.0,2006-03-01
"Lafayette-West Lafayette, IN",MSA,2006,Q2,198.0,2006-06-01
"Lafayette-West Lafayette, IN",MSA,2006,Q3,197.0,2006-09-01
"Lafayette-West Lafayette, IN",MSA,2006,Q4,197.0,2006-12-01
"Lafayette-West Lafayette, IN",MSA,2007,Q1,197.0,2007-03-01
"Lafayette-West Lafayette, IN",MSA,2007,Q2,197.0,2007-06-01
"Lafayette-West Lafayette, IN",MSA,2007,Q3,198.0,2007-09-01
"Lafayette-West Lafayette, IN",MSA,2007,Q4,194.0,2007-12-01
"Lafayette-West Lafayette, IN",MSA,2008,Q1,193.0,2008-03-01
"Lafayette-West Lafayette, IN",MSA,2008,Q2,191.0,2008-06-01
"Lafayette-West Lafayette, IN",MSA,2008,Q3,197.0,2008-09-01
"Lafayette-West Lafayette, IN",MSA,2008,Q4,196.0,2008-12-01
"Lafayette-West Lafayette, IN",MSA,2009,Q1,200.0,2009-03-01
"Lafayette-West Lafayette, IN",MSA,2009,Q2,199.0,2009-06-01
"Lafayette-West Lafayette, IN",MSA,2009,Q3,197.0,2009-09-01
"Lafayette-West Lafayette, IN",MSA,2009,Q4,198.0,2009-12-01
"Lafayette-West Lafayette, IN",MSA,2010,Q1,203.0,2010-03-01
"Lafayette-West Lafayette, IN",MSA,2010,Q2,198.0,2010-06-01
"Lafayette-West Lafayette, IN",MSA,2010,Q3,201.0,2010-09-01
"Lafayette-West Lafayette, IN",MSA,2010,Q4,207.0,2010-12-01
"Lafayette-West Lafayette, IN",MSA,2011,Q1,202.0,2011-03-01
"Lafayette-West Lafayette, IN",MSA,2011,Q2,198.0,2011-06-01
"Lafayette-West Lafayette, IN",MSA,2011,Q3,198.0,2011-09-01
"Lafayette-West Lafayette, IN",MSA,2011,Q4,204.0,2011-12-01
"Lafayette-West Lafayette, IN",MSA,2012,Q1,199.0,2012-03-01
"Lafayette-West Lafayette, IN",MSA,2012,Q2,194.0,2012-06-01
"Lafayette-West Lafayette, IN",MSA,2012,Q3,194.0,2012-09-01
"Lafayette-West Lafayette, IN",MSA,2012,Q4,199.0,2012-12-01
"Lafayette-West Lafayette, IN",MSA,2013,Q1,200.0,2013-03-01
"Lafayette-West Lafayette, IN",MSA,2013,Q2,197.0,2013-06-01
"Lafayette-West Lafayette, IN",MSA,2013,Q3,196.0,2013-09-01
"Lafayette-West Lafayette, IN",MSA,2013,Q4,196.0,2013-12-01
"Lafayette-West Lafayette, IN",MSA,2014,Q1,191.0,2014-03-01
"Lafayette-West Lafayette, IN",MSA,2014,Q2,188.0,2014-06-01
"Lafayette-West Lafayette, IN",MSA,2014,Q3,188.0,2014-09-01
"Lafayette-West Lafayette, IN",MSA,2014,Q4,189.0,2014-12-01
"Lafayette-West Lafayette, IN",MSA,2015,Q1,191.0,2015-03-01
"Lafayette-West Lafayette, IN",MSA,2015,Q2,193.0,2015-06-01
"Lafayette-West Lafayette, IN",MSA,2015,Q3,194.0,2015-09-01
"Lafayette-West Lafayette, IN",MSA,2015,Q4,197.0,2015-12-01
"Lafayette-West Lafayette, IN",MSA,2016,Q1,192.0,2016-03-01
"Lafayette-West Lafayette, IN",MSA,2016,Q2,192.0,2016-06-01
"Lafayette-West Lafayette, IN",MSA,2016,Q3,190.0,2016-09-01
"Lafayette-West Lafayette, IN",MSA,2016,Q4,187.0,2016-12-01
"Lafayette-West Lafayette, IN",MSA,2017,Q1,191.0,2017-03-01
"Lafayette-West Lafayette, IN",MSA,2017,Q2,187.0,2017-06-01
"Lafayette-West Lafayette, IN",MSA,2017,Q3,193.0,2017-09-01
"Lafayette-West Lafayette, IN",MSA,2017,Q4,191.0,2017-12-01
"Lafayette-West Lafayette, IN",MSA,2018,Q1,189.0,2018-03-01
"Lafayette-West Lafayette, IN",MSA,2018,Q2,186.0,2018-06-01
"Lafayette-West Lafayette, IN",MSA,2018,Q3,186.0,2018-09-01
"Lafayette-West Lafayette, IN",MSA,2018,Q4,184.0,2018-12-01
"Lafayette-West Lafayette, IN",MSA,2019,Q1,185.0,2019-03-01
"Lafayette-West Lafayette, IN",MSA,2019,Q2,185.0,2019-06-01
"Lafayette-West Lafayette, IN",MSA,2019,Q3,181.0,2019-09-01
"Lafayette-West Lafayette, IN",MSA,2019,Q4,183.0,2019-12-01
"Lafayette-West Lafayette, IN",MSA,2020,Q1,187.0,2020-03-01
"Lafayette-West Lafayette, IN",MSA,2020,Q2,193.0,2020-06-01
"Lafayette-West Lafayette, IN",MSA,2020,Q3,190.0,2020-09-01
"Lafayette-West Lafayette, IN",MSA,2020,Q4,193.0,2020-12-01
"Lafayette-West Lafayette, IN",MSA,2021,Q1,188.0,2021-03-01
"Lafayette-West Lafayette, IN",MSA,2021,Q2,197.0,2021-06-01
"Lafayette-West Lafayette, IN",MSA,2021,Q3,196.0,2021-09-01
"Lafayette-West Lafayette, IN",MSA,2021,Q4,197.0,2021-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2001,Q1,28404.0,2001-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2001,Q2,28716.0,2001-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2001,Q3,29240.0,2001-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2001,Q4,29960.0,2001-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2002,Q1,30069.0,2002-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2002,Q2,30765.0,2002-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2002,Q3,31568.0,2002-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2002,Q4,32595.0,2002-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2003,Q1,33711.0,2003-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2003,Q2,34348.0,2003-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2003,Q3,35365.0,2003-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2003,Q4,36493.0,2003-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2004,Q1,37785.0,2004-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2004,Q2,38336.0,2004-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2004,Q3,39049.0,2004-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2004,Q4,39910.0,2004-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2005,Q1,40597.0,2005-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2005,Q2,41224.0,2005-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2005,Q3,42151.0,2005-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2005,Q4,43105.0,2005-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2006,Q1,44031.0,2006-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2006,Q2,44788.0,2006-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2006,Q3,46026.0,2006-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2006,Q4,47318.0,2006-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2007,Q1,47418.0,2007-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2007,Q2,48074.0,2007-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2007,Q3,48672.0,2007-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2007,Q4,49524.0,2007-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2008,Q1,49852.0,2008-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2008,Q2,50099.0,2008-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2008,Q3,50642.0,2008-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2008,Q4,50748.0,2008-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2009,Q1,49865.0,2009-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2009,Q2,49421.0,2009-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2009,Q3,49230.0,2009-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2009,Q4,48941.0,2009-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2010,Q1,48343.0,2010-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2010,Q2,47478.0,2010-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2010,Q3,46537.0,2010-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2010,Q4,46906.0,2010-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2011,Q1,46736.0,2011-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2011,Q2,46869.0,2011-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2011,Q3,47119.0,2011-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2011,Q4,47228.0,2011-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2012,Q1,47457.0,2012-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2012,Q2,48048.0,2012-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2012,Q3,48448.0,2012-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2012,Q4,48902.0,2012-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2013,Q1,49346.0,2013-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2013,Q2,49335.0,2013-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2013,Q3,49842.0,2013-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2013,Q4,50349.0,2013-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2014,Q1,50798.0,2014-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2014,Q2,51087.0,2014-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2014,Q3,51508.0,2014-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2014,Q4,52235.0,2014-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2015,Q1,52657.0,2015-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2015,Q2,53118.0,2015-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2015,Q3,53866.0,2015-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2015,Q4,54519.0,2015-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2016,Q1,55433.0,2016-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2016,Q2,55510.0,2016-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2016,Q3,55971.0,2016-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2016,Q4,55774.0,2016-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2017,Q1,52898.0,2017-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2017,Q2,53338.0,2017-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2017,Q3,53957.0,2017-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2017,Q4,53986.0,2017-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2018,Q1,53578.0,2018-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2018,Q2,54214.0,2018-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2018,Q3,54531.0,2018-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2018,Q4,55602.0,2018-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2019,Q1,54024.0,2019-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2019,Q2,54833.0,2019-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2019,Q3,55849.0,2019-09-01
"Las Vegas-Henderson-Paradise, NV",MSA,2019,Q4,57019.0,2019-12-01
"Las Vegas-Henderson-Paradise, NV",MSA,2020,Q1,56357.0,2020-03-01
"Las Vegas-Henderson-Paradise, NV",MSA,2020,Q2,56063.0,2020-06-01
"Las Vegas-Henderson-Paradise, NV",MSA,2020,Q3,56165.0,2020-09-01
