Year,Employment,Labor Force,Unemployment,Unemployment Rate,Area,Type
1993.0,207560.16666666666,241963.66666666666,34403.5,14.225,"Stockton-Lodi, CA",MSA
1994.0,209314.58333333334,240327.25,31012.666666666668,12.908333333333333,"Stockton-Lodi, CA",MSA
1995.0,210650.58333333334,240237.75,29587.166666666668,12.316666666666668,"Stockton-Lodi, CA",MSA
1996.0,212154.83333333334,239599.75,27444.916666666668,11.458333333333334,"Stockton-Lodi, CA",MSA
1997.0,218173.08333333334,244633.91666666666,26460.833333333332,10.816666666666668,"Stockton-Lodi, CA",MSA
1998.0,221261.83333333334,247445.5,26183.666666666668,10.583333333333334,"Stockton-Lodi, CA",MSA
1999.0,228333.58333333334,250572.25,22238.666666666668,8.875,"Stockton-Lodi, CA",MSA
2000.0,241034.33333333334,258879.16666666666,17844.833333333332,6.883333333333334,"Stockton-Lodi, CA",MSA
2001.0,245762.25,265697.25,19935.0,7.508333333333333,"Stockton-Lodi, CA",MSA
2002.0,249543.66666666666,274005.9166666667,24462.25,8.924999999999999,"Stockton-Lodi, CA",MSA
2003.0,252602.08333333334,278479.25,25877.166666666668,9.291666666666666,"Stockton-Lodi, CA",MSA
2004.0,256721.83333333334,281280.3333333333,24558.5,8.716666666666667,"Stockton-Lodi, CA",MSA
2005.0,261119.08333333334,283358.5833333333,22239.5,7.841666666666666,"Stockton-Lodi, CA",MSA
2006.0,263115.4166666667,284203.4166666667,21088.0,7.425,"Stockton-Lodi, CA",MSA
2007.0,265706.1666666667,288818.1666666667,23112.0,8.0,"Stockton-Lodi, CA",MSA
2008.0,262303.9166666667,293088.5,30784.583333333332,10.491666666666667,"Stockton-Lodi, CA",MSA
2009.0,253404.75,299997.9166666667,46593.166666666664,15.533333333333333,"Stockton-Lodi, CA",MSA
2010.0,259322.83333333334,311990.3333333333,52667.5,16.883333333333333,"Stockton-Lodi, CA",MSA
2011.0,259879.58333333334,311089.25,51209.666666666664,16.458333333333332,"Stockton-Lodi, CA",MSA
2012.0,265705.4166666667,311139.0,45433.583333333336,14.591666666666667,"Stockton-Lodi, CA",MSA
2013.0,272935.75,311796.4166666667,38860.666666666664,12.458333333333334,"Stockton-Lodi, CA",MSA
2014.0,278421.25,311596.9166666667,33175.666666666664,10.65,"Stockton-Lodi, CA",MSA
2015.0,286241.5,314342.75,28101.25,8.950000000000001,"Stockton-Lodi, CA",MSA
2016.0,292336.4166666667,318299.75,25963.333333333332,8.158333333333333,"Stockton-Lodi, CA",MSA
2017.0,300340.4166666667,323098.0,22757.583333333332,7.041666666666667,"Stockton-Lodi, CA",MSA
2018.0,304350.9166666667,324266.5833333333,19915.666666666668,6.141666666666667,"Stockton-Lodi, CA",MSA
2019.0,306961.25,326534.5833333333,19573.333333333332,6.0,"Stockton-Lodi, CA",MSA
2020.0,294421.0833333333,331800.0833333333,37379.0,11.233333333333334,"Stockton-Lodi, CA",MSA
2021.0,303099.8333333333,331324.5,28224.666666666668,8.516666666666667,"Stockton-Lodi, CA",MSA
1990.0,38598.0,40807.5,2209.5,5.425,"Sumter, SC",MSA
1991.0,38102.333333333336,41889.5,3787.1666666666665,9.025,"Sumter, SC",MSA
1992.0,39345.416666666664,42857.0,3511.5833333333335,8.200000000000001,"Sumter, SC",MSA
1993.0,40733.666666666664,44634.0,3900.3333333333335,8.741666666666665,"Sumter, SC",MSA
1994.0,41259.75,44739.333333333336,3479.5833333333335,7.766666666666667,"Sumter, SC",MSA
1995.0,42593.416666666664,45218.25,2624.8333333333335,5.808333333333334,"Sumter, SC",MSA
1996.0,42902.416666666664,45692.333333333336,2789.9166666666665,6.108333333333333,"Sumter, SC",MSA
1997.0,43815.083333333336,46310.5,2495.4166666666665,5.383333333333333,"Sumter, SC",MSA
1998.0,44817.916666666664,46902.5,2084.5833333333335,4.441666666666666,"Sumter, SC",MSA
1999.0,44588.25,46972.0,2383.75,5.091666666666667,"Sumter, SC",MSA
2000.0,42714.5,44650.083333333336,1935.5833333333333,4.333333333333333,"Sumter, SC",MSA
2001.0,40422.0,43291.75,2869.75,6.641666666666667,"Sumter, SC",MSA
2002.0,39646.333333333336,43011.333333333336,3365.0,7.816666666666666,"Sumter, SC",MSA
2003.0,41320.5,44921.666666666664,3601.1666666666665,8.008333333333333,"Sumter, SC",MSA
2004.0,42057.916666666664,45966.583333333336,3908.6666666666665,8.508333333333333,"Sumter, SC",MSA
2005.0,42331.583333333336,46598.333333333336,4266.75,9.158333333333333,"Sumter, SC",MSA
2006.0,42840.0,46729.5,3889.5,8.333333333333334,"Sumter, SC",MSA
2007.0,41850.333333333336,45243.75,3393.4166666666665,7.508333333333333,"Sumter, SC",MSA
2008.0,40258.5,44167.833333333336,3909.3333333333335,8.841666666666667,"Sumter, SC",MSA
2009.0,39483.25,45123.083333333336,5639.833333333333,12.508333333333333,"Sumter, SC",MSA
2010.0,39177.75,44825.666666666664,5647.916666666667,12.591666666666667,"Sumter, SC",MSA
2011.0,39621.833333333336,44995.583333333336,5373.75,11.933333333333332,"Sumter, SC",MSA
2012.0,40118.666666666664,44795.0,4676.333333333333,10.424999999999999,"Sumter, SC",MSA
2013.0,40557.0,44332.916666666664,3775.9166666666665,8.508333333333333,"Sumter, SC",MSA
2014.0,41224.083333333336,44388.0,3163.9166666666665,7.1499999999999995,"Sumter, SC",MSA
2015.0,41364.083333333336,44362.25,2998.1666666666665,6.758333333333333,"Sumter, SC",MSA
2016.0,41573.166666666664,44121.166666666664,2548.0,5.7749999999999995,"Sumter, SC",MSA
2017.0,41510.833333333336,43746.083333333336,2235.25,5.1,"Sumter, SC",MSA
2018.0,41743.416666666664,43477.666666666664,1734.25,3.9916666666666667,"Sumter, SC",MSA
2019.0,41896.416666666664,43303.083333333336,1406.6666666666667,3.2416666666666667,"Sumter, SC",MSA
2020.0,40610.083333333336,43526.5,2916.4166666666665,6.691666666666666,"Sumter, SC",MSA
2021.0,41477.5,43588.0,2110.5,4.841666666666667,"Sumter, SC",MSA
1990.0,321872.0,337007.0833333333,15135.083333333334,4.483333333333333,"Syracuse, NY",MSA
1991.0,314562.0833333333,337452.1666666667,22890.083333333332,6.783333333333334,"Syracuse, NY",MSA
1992.0,311349.4166666667,336152.4166666667,24803.0,7.375,"Syracuse, NY",MSA
1993.0,312724.5833333333,334952.5,22227.916666666668,6.616666666666667,"Syracuse, NY",MSA
1994.0,311158.1666666667,330270.4166666667,19112.25,5.783333333333334,"Syracuse, NY",MSA
1995.0,309764.75,327367.3333333333,17602.583333333332,5.375,"Syracuse, NY",MSA
1996.0,312835.5,328390.4166666667,15554.916666666666,4.733333333333333,"Syracuse, NY",MSA
1997.0,317341.8333333333,332387.1666666667,15045.333333333334,4.5249999999999995,"Syracuse, NY",MSA
